x,y
-0.6386386386386387,2.1541140412614475
1.93993993993994,2.3016726225463247
-1.5875875875875876,1.3035934813831527
1.4914914914914914,2.0555668990960996
-0.7107107107107107,2.0695414210438625
-1.4274274274274275,1.3418056144126773
-1.3313313313313313,1.2827145437404923
-1.0710710710710711,1.0811149753357938
1.7077077077077076,2.181192719926219
0.6506506506506504,1.248483175464198
-1.7237237237237237,1.2074626194593236
-1.023023023023023,1.1229108333820577
-1.6036036036036037,1.2933300754217039
1.5515515515515514,2.0762243713642397
0.8428428428428427,1.7690635156326788
-0.3983983983983985,1.2856622077268973
0.002002002002002179,1.7146140997446528
-1.7557557557557557,1.1857676384340279
1.4434434434434436,2.0548197651625215
-0.7587587587587588,1.9368027575600393
0.3783783783783785,2.2236103164347223
-0.8348348348348349,1.6614142824790354
1.6716716716716715,2.154976488036215
0.4904904904904903,1.6209534352585822
-0.5705705705705706,2.072493478991048
-1.6676676676676676,1.2479593439021326
-0.6946946946946948,2.101793794607812
1.1951951951951951,2.2674497791576007
-1.6316316316316315,1.2740702219089304
1.163163163163163,2.2967684975743587
1.0830830830830829,2.322932023219055
-1.867867867867868,1.1247684087053171
-0.19419419419419426,0.700196371445942
-0.1141141141141142,0.9585171173647787
-1.5675675675675675,1.3153765216717632
1.7277277277277276,2.195328141935227
-0.37037037037037046,1.1339440094898743
0.7387387387387387,1.4021217741007255
-0.15815815815815815,0.7802392128305294
1.3393393393393391,2.1100151946039767
-0.0780780780780781,1.1599954059756903
-0.8908908908908908,1.4539541186218115
-0.986986986986987,1.1827990657419152
-1.6396396396396398,1.2683536144238965
-1.4994994994994995,1.3428322672683626
-1.8118118118118118,1.1521013066239079
-0.22622622622622623,0.6821005633368236
-1.159159159159159,1.1001380297821561
-0.2902902902902904,0.7897802601281865
-1.4714714714714714,1.3466524202043957
-0.04604604604604612,1.3700869619079008
-1.7037037037037037,1.221682545742767
1.5195195195195197,2.0628218671595544
-0.7827827827827827,1.8552675830687773
0.3463463463463463,2.3868608720887665
-0.8868868868868869,1.4680468903793866
1.7437437437437437,2.206275587721937
-0.5905905905905906,2.11365133998072
0.44244244244244246,1.8693055043140936
0.5945945945945947,1.2798223454583098
1.5555555555555554,2.078228778486958
-0.9389389389389389,1.300143763487897
-1.987987987987988,1.0848575980469142
-0.2542542542542543,0.7067194038580438
-1.1871871871871873,1.1245536027542458
-1.2992992992992993,1.2503644080686958
-0.6466466466466467,2.1529311534813016
-1.1071071071071072,1.0759048553221269
1.5955955955955954,2.1014565473155757
-1.7517517517517518,1.1883939421731569
0.6746746746746748,1.2681062464839203
-0.31431431431431434,0.8733714909346906
1.031031031031031,2.2870266740607503
1.239239239239239,2.218546185351749
-1.1471471471471473,1.0917813010969009
0.5705705705705704,1.3275065210089525
-1.5435435435435436,1.3275792065660839
0.4784784784784786,1.6794852484305574
0.6706706706706704,1.2635448023711133
-0.40640640640640635,1.3301852232574056
1.8478478478478477,2.2662043822884774
1.4074074074074074,2.0650781441465837
-1.6716716716716717,1.2450235119637847
1.7637637637637638,2.2194032165020596
0.03403403403403393,1.9459280087646187
-0.914914914914915,1.3731688149775099
0.4704704704704703,1.7200276342810479
0.24624624624624625,2.704054515927546
0.13013013013013008,2.515835359266381
0.2022022022022023,2.709034760913946
-1.5555555555555556,1.3217712215130415
0.29829829829829846,2.584652604298472
0.154154154154154,2.6070684794317467
1.8038038038038038,2.2434674643262325
0.9869869869869872,2.217200934258085
0.9989989989989989,2.2399224909689996
0.5505505505505504,1.3825071275050516
-1.3273273273273274,1.278945377311223
-1.6276276276276276,1.2768996092694307
1.259259259259259,2.1950933810523945
1.95995995995996,2.3076075345391516
0.22222222222222232,2.7183729087008883
-0.6866866866866868,2.1152558565305384
-1.95995995995996,1.0923924654608483
-1.6636636636636637,1.2508934221050163
-1.3353353353353352,1.2863953302875015
0.4464464464464464,1.8474250424974616
1.4794794794794797,2.0539211558629034
1.8838838838838838,2.281890683593475
-0.12612612612612617,0.9017823485837474
0.054054054054053946,2.084552462279327
-1.5355355355355356,1.3310932451005653
-0.9789789789789789,1.1994614946392503
-1.5715715715715715,1.313125913000607
1.9919919919919922,2.316156290334356
1.1871871871871873,2.275446397245754
-1.1671671671671673,1.1064677427464917
0.6866866866866865,1.2847441434694609
0.2182182182182184,2.718069859934805
-0.4544544544544544,1.5958566719687792
-1.5955955955955956,1.2985434526844242
-1.2192192192192193,1.1584540428511205
1.6596596596596598,2.1461761190855113
-0.03803803803803807,1.4258379137693198
1.115115115115115,2.3225783641295514
-0.6266266266266267,2.151703935900689
1.3113113113113113,2.1369511790472764
0.22622622622622623,2.7178994366631763
-1.887887887887888,1.1165196794575447
1.4594594594594597,2.0533030170122077
1.5995995995995997,2.104044019300577
1.3513513513513513,2.09982168432047
1.9279279279279278,2.297852281479922
